"","cell_label","x","y","volume","classMajor"
"1","Cell_1",-181.114266626537,414.876105822623,0.879293425061458,"type_2"
"2","Cell_2",-34.7346363589168,-813.341288454831,1.02774292421107,"type_5"
"3","Cell_3",-801.382151059806,-307.535354420543,1.10844411766831,"type_5"
"4","Cell_4",961.507263220847,-342.328489758074,0.765430229737065,"type_3"
"5","Cell_5",195.174794085324,603.51449791342,1.0429124688811,"type_4"
"6","Cell_6",-192.618121951818,118.97468212992,1.05060558921576,"type_4"
"7","Cell_7",-165.158522129059,261.596790142357,0.942526003986535,"type_1"
"8","Cell_8",102.586341463029,-499.308338575065,0.945336814421581,"type_2"
"9","Cell_9",206.604090705514,-558.615439385176,0.943554800090672,"type_2"
"10","Cell_10",625.645993463695,559.297856502235,0.91099621709559,"type_2"
"11","Cell_11",171.974586322904,-308.460652269423,0.952280730024645,"type_2"
"12","Cell_12",738.303417339921,83.0511515960097,0.90016135551403,"type_3"
"13","Cell_13",700.842821225524,-60.8703704550862,0.922374610536201,"type_4"
"14","Cell_14",428.024002164602,952.959710732102,1.00644588172763,"type_5"
"15","Cell_15",-881.209542788565,93.3347694575787,1.09594940589708,"type_5"
"16","Cell_16",-618.668520078063,-384.249253571033,0.988971450560923,"type_2"
"17","Cell_17",517.504407092929,254.380340874195,0.948899049419336,"type_3"
"18","Cell_18",-117.5436867401,-506.997013092041,0.908880458337019,"type_4"
"19","Cell_19",-736.364516615868,-615.576029196382,0.916282831973106,"type_5"
"20","Cell_20",670.313910394907,829.427786171436,1.24158351784893,"type_2"
"21","Cell_21",-574.928731285036,770.356257073581,1.0134088220152,"type_4"
"22","Cell_22",-110.685345903039,-864.852985739708,0.950931410330906,"type_5"
"23","Cell_23",467.72582475096,764.116432517767,0.955945212764677,"type_3"
"24","Cell_24",314.748795703053,422.353269159794,1.04595894410059,"type_2"
"25","Cell_25",187.289723753929,-760.686066560447,0.930627975306252,"type_4"
"26","Cell_26",-763.712839968503,506.513215228915,0.855179508961353,"type_1"
"27","Cell_27",985.948149114847,-405.128644220531,1.05747557209007,"type_4"
"28","Cell_28",-83.6178699508309,-79.1498864069581,0.897634427703612,"type_5"
"29","Cell_29",574.686361290514,959.860175102949,0.998486169963582,"type_3"
"30","Cell_30",-542.954182438552,-227.244663052261,0.906405139883161,"type_2"
"31","Cell_31",-727.895408682525,163.808358460665,1.11022975462003,"type_1"
"32","Cell_32",333.882931619883,87.2930159792304,0.952440692113094,"type_3"
"33","Cell_33",-199.856106005609,178.015252947807,0.929055996248749,"type_1"
"34","Cell_34",-442.090839520097,565.992998331785,0.949874193940524,"type_1"
"35","Cell_35",3.82205117493868,-179.068919084966,0.83709065309213,"type_4"
"36","Cell_36",-781.046546436846,-289.905751682818,0.883238073790581,"type_5"
"37","Cell_37",734.900050610304,-357.602131180465,0.781996035105133,"type_4"
"38","Cell_38",504.271021485329,-292.992293089628,0.865900680789997,"type_4"
"39","Cell_39",-821.788572706282,391.723628528416,0.970570614123629,"type_5"
"40","Cell_40",669.541132450104,-133.270914293826,0.953410245959389,"type_4"
"41","Cell_41",-319.90231666714,723.529931344092,1.14494962652871,"type_1"
"42","Cell_42",-464.887097664177,546.166121587157,0.893135727632542,"type_1"
"43","Cell_43",-233.335333876312,707.649767585099,0.914463536626249,"type_1"
"44","Cell_44",-367.981816828251,-858.057481795549,0.971937699804255,"type_4"
"45","Cell_45",-414.521129988134,514.498125761747,0.900565992370433,"type_4"
"46","Cell_46",78.8384595885873,441.36273432523,0.903148568212795,"type_1"
"47","Cell_47",476.728830859065,31.8510543555021,0.889268180735823,"type_3"
"48","Cell_48",-786.391597241163,84.696089476347,0.874801411436106,"type_4"
"49","Cell_49",537.628550827503,-450.675941258669,0.947617188101264,"type_5"
"50","Cell_50",-908.366869390011,-547.578505799174,0.95031500427333,"type_2"
"51","Cell_51",717.568253539503,-22.2486611455679,0.819396874319805,"type_4"
"52","Cell_52",-944.002739712596,763.835086114705,0.941792407531067,"type_1"
"53","Cell_53",-1038.07604368776,185.124269686639,0.889111037557322,"type_5"
"54","Cell_54",194.367997907102,-46.5470222756267,0.898503799050799,"type_5"
"55","Cell_55",373.163107037544,-628.208324499428,0.983769047644318,"type_4"
"56","Cell_56",-374.64564666152,-348.772686906159,1.05630558189945,"type_2"
"57","Cell_57",-599.828358180821,-758.092082664371,1.16478174728151,"type_3"
"58","Cell_58",-170.089321956038,-336.359268240631,0.922664657605631,"type_1"
"59","Cell_59",-446.761391311884,115.933365561068,1.16059096288573,"type_2"
"60","Cell_60",375.006205961108,-762.607824057341,0.884219145230559,"type_1"
"61","Cell_61",89.6065251901746,-701.452687382698,1.06565884643328,"type_2"
"62","Cell_62",804.456796869636,82.4736021459103,1.25489910707179,"type_3"
"63","Cell_63",649.99961592257,510.047893971205,0.996523961019616,"type_3"
"64","Cell_64",517.504964210093,772.110918536782,0.933036642033804,"type_3"
"65","Cell_65",308.362703584135,707.861984521151,0.999239524428903,"type_3"
"66","Cell_66",-516.292227432132,-666.678188368678,1.17770844481434,"type_2"
"67","Cell_67",711.756511777639,596.169941313565,0.886139226324909,"type_3"
"68","Cell_68",-336.902740783989,-520.219472050667,1.13678271794233,"type_2"
"69","Cell_69",358.469772711396,130.013643018901,1.13295647907824,"type_1"
"70","Cell_70",520.392673462629,-758.216106891632,1.03364727972038,"type_5"
"71","Cell_71",-97.9134298861027,-674.299285747111,1.0006892838442,"type_4"
"72","Cell_72",-1110.19380334765,95.8990730345249,0.954453126183857,"type_5"
"73","Cell_73",390.673229657114,270.477126538754,0.963347606712607,"type_2"
"74","Cell_74",615.251099690795,-870.376604050398,1.06482865675031,"type_4"
"75","Cell_75",-341.644461639225,468.554288707674,1.20702708613309,"type_2"
"76","Cell_76",-236.334871686995,387.552817538381,0.984660158753303,"type_1"
"77","Cell_77",-844.804802164435,-443.525696732104,0.860929905329851,"type_2"
"78","Cell_78",-1057.98830073327,174.155113846064,0.927641822288985,"type_3"
"79","Cell_79",531.385176815093,817.067737877369,1.02582617621679,"type_3"
"80","Cell_80",602.632458508015,-215.729635208845,0.96829408850388,"type_4"
"81","Cell_81",-792.706742696464,-606.453693285584,0.982221004233571,"type_5"
"82","Cell_82",311.125758849084,180.095841921866,0.983000592314546,"type_4"
"83","Cell_83",594.866327941418,436.486447043717,0.862769811412331,"type_3"
"84","Cell_84",422.182775102556,-772.222749330103,0.982621282958597,"type_4"
"85","Cell_85",-607.682529464364,-83.9359642937779,1.08502322571219,"type_2"
"86","Cell_86",-1010.33832393587,-146.16564642638,1.06976087116683,"type_5"
"87","Cell_87",-335.688616521657,-36.1323410645127,1.05499973510911,"type_5"
"88","Cell_88",-82.0178054273129,-832.925271056592,0.959726802455238,"type_5"
"89","Cell_89",779.848486930132,-332.704194635153,0.980840622952152,"type_4"
"90","Cell_90",262.889934517443,-309.575761109591,0.880547212039749,"type_4"
"91","Cell_91",-437.444449402392,-643.004385195673,0.994684118125668,"type_2"
"92","Cell_92",-144.138850271702,-25.6160644814372,1.02551960009958,"type_3"
"93","Cell_93",86.1402003094554,205.350046791136,1.17059640072401,"type_4"
"94","Cell_94",-95.890075340867,-762.757403030992,1.10015132523634,"type_2"
"95","Cell_95",-740.589243918657,-437.610913440585,0.950441655699854,"type_5"
"96","Cell_96",559.58902258426,-584.291091933846,1.03555502969997,"type_4"
"97","Cell_97",1120.67004684359,208.27960241586,0.886539195646615,"type_5"
"98","Cell_98",-121.6487551108,258.375815860927,1.08782036269523,"type_1"
"99","Cell_99",-1108.3585632965,275.823025032878,1.09729167533761,"type_4"
"100","Cell_100",-1068.98054033518,231.489460542798,1.21211171053757,"type_4"
"101","Cell_101",-542.237367667258,600.363254360855,1.0414523534375,"type_2"
"102","Cell_102",-82.2598446160555,69.7696147486567,0.952528152647064,"type_5"
"103","Cell_103",-538.875312544405,869.40805837512,1.00659934937045,"type_4"
"104","Cell_104",-26.4370070770383,-341.976899653673,0.949752221760613,"type_2"
"105","Cell_105",782.967081293464,-236.356358975172,0.917400141287066,"type_4"
"106","Cell_106",-166.321966610849,-219.286875799298,1.0166989279753,"type_1"
"107","Cell_107",-846.524474211037,313.738034293056,0.910373537375524,"type_1"
"108","Cell_108",-180.008049309254,499.755029194057,1.01681853876558,"type_1"
"109","Cell_109",178.069053590298,611.575321108103,1.03549682610149,"type_3"
"110","Cell_110",-715.932171978056,535.926082357764,0.994789488312887,"type_3"
"111","Cell_111",342.20272153616,21.8605544418097,0.980406538128375,"type_3"
"112","Cell_112",-107.305849157274,-568.039975315332,0.935093024839424,"type_1"
"113","Cell_113",-714.337680861354,-364.338386245072,0.889023276860127,"type_3"
"114","Cell_114",222.652033902705,-684.168846532702,1.08492742026551,"type_3"
"115","Cell_115",-495.45141197741,-855.324534885585,1.0022362526076,"type_2"
"116","Cell_116",1064.36874512583,12.1346583589911,1.08311406173068,"type_5"
"117","Cell_117",-521.936318837106,-629.93295583874,0.875571214865577,"type_4"
"118","Cell_118",259.721487388015,874.881551228464,1.01690264137662,"type_5"
"119","Cell_119",-783.993294462562,-47.807103395462,1.06731663069477,"type_4"
"120","Cell_120",377.800042927265,438.61982524395,0.997372362355147,"type_1"
"121","Cell_121",41.3065189495683,669.326352886856,0.980860783144398,"type_5"
"122","Cell_122",450.031741149724,71.1852103471756,0.921809335330012,"type_3"
"123","Cell_123",1006.90469518304,126.548765972257,1.20581619877635,"type_4"
"124","Cell_124",-354.081159643829,499.713996984065,1.07505014531558,"type_4"
"125","Cell_125",312.688907235861,347.979457117617,1.18242083023783,"type_3"
"126","Cell_126",663.237832300365,284.968858212233,1.0080059641092,"type_3"
"127","Cell_127",227.466122433543,-152.503190003335,0.936859070103363,"type_4"
"128","Cell_128",108.155624382198,-684.107573144138,0.848671187996627,"type_1"
"129","Cell_129",430.274746008217,615.320617519319,0.936390016891495,"type_5"
"130","Cell_130",-317.316255345941,9.77710839360952,1.02263015324972,"type_3"
"131","Cell_131",-347.736604884267,-308.699581213295,1.10136903474657,"type_2"
"132","Cell_132",730.983241461217,878.252207301557,1.02527501350663,"type_2"
"133","Cell_133",-999.350412748754,478.59499566257,0.882805168715888,"type_3"
"134","Cell_134",1051.99188608676,34.6472879871726,1.0668714328525,"type_1"
"135","Cell_135",22.0100970938802,-187.206975929439,0.834989906515564,"type_4"
"136","Cell_136",454.297752678394,-418.012300506234,0.96341477518081,"type_5"
"137","Cell_137",-1018.41210275888,-176.859078370035,0.968388167116692,"type_5"
"138","Cell_138",-644.461534917355,-400.889508426189,0.805175395267863,"type_2"
"139","Cell_139",-320.686089992523,391.941660828888,1.09200575223909,"type_3"
"140","Cell_140",-1007.40045458078,-126.321150362492,0.937712840512113,"type_4"
"141","Cell_141",-929.284407198429,308.885500207543,0.966596335000254,"type_1"
"142","Cell_142",-1023.19640815258,415.472803451121,1.13951478925296,"type_5"
"143","Cell_143",1016.18131287396,431.689378805459,1.06366744110389,"type_1"
"144","Cell_144",636.671694181859,-749.350347742438,0.989156830300962,"type_5"
"145","Cell_145",754.597568325698,274.19119309634,1.05137627784047,"type_3"
"146","Cell_146",-965.237480029464,-261.355696991086,1.0399271807274,"type_5"
"147","Cell_147",360.321984998882,809.823289699852,1.16628564474304,"type_3"
"148","Cell_148",455.585129745305,409.816734306514,1.02758934035855,"type_5"
"149","Cell_149",431.509776972234,-577.278360910714,1.05062726232077,"type_4"
"150","Cell_150",433.902001194656,-855.014882795513,1.03475519750238,"type_5"
"151","Cell_151",-601.096873730421,-51.6428561881185,0.962276235250369,"type_1"
"152","Cell_152",-441.649634577334,818.572005629539,1.00976194631092,"type_3"
"153","Cell_153",422.207330726087,536.36960349977,1.16387446451217,"type_3"
"154","Cell_154",1021.50942720473,-330.477212928236,0.912440752581043,"type_1"
"155","Cell_155",241.012465953827,94.0620208159089,1.0121759998641,"type_3"
"156","Cell_156",943.139098584652,-416.31513889879,1.1362130660845,"type_5"
"157","Cell_157",399.782432243228,-704.228749684989,0.976537891307729,"type_4"
"158","Cell_158",465.213748812675,-460.712769068778,0.894661719205691,"type_5"
"159","Cell_159",-89.9626767262816,510.546580888331,0.913021639436409,"type_3"
"160","Cell_160",-64.7971468046308,-699.637404084206,0.960987297035295,"type_2"
"161","Cell_161",-216.514238342643,378.976548649371,0.915264992687043,"type_1"
"162","Cell_162",-192.899885214865,414.976486936212,0.97393606079006,"type_3"
"163","Cell_163",816.239067167044,196.46248742938,0.958558029365811,"type_3"
"164","Cell_164",-721.743062697351,-574.245478212833,0.981694920228057,"type_5"
"165","Cell_165",148.782673291862,-405.502616241574,1.04070560978806,"type_5"
"166","Cell_166",-169.763676077127,-500.551651418209,1.06246331282021,"type_2"
"167","Cell_167",463.130577653646,-729.524733871222,1.16782057437047,"type_4"
"168","Cell_168",415.555698238313,399.264398775995,0.993130634643501,"type_3"
"169","Cell_169",15.7032469287515,-494.837179407477,0.967916008734182,"type_5"
"170","Cell_170",-523.731715790927,232.76391942054,1.14710057170489,"type_1"
"171","Cell_171",-138.629433698952,164.462178200483,1.17043293978271,"type_1"
"172","Cell_172",-208.565038070083,-848.87868091464,1.00432440375575,"type_1"
"173","Cell_173",889.247153699398,297.753198444843,0.966734268086648,"type_3"
"174","Cell_174",-259.047034196556,-703.521804325283,0.81777645824369,"type_4"
"175","Cell_175",-37.1584737673402,-85.1373888552189,1.14112623987468,"type_4"
"176","Cell_176",-287.528868578374,84.3879187479615,0.916241756592314,"type_1"
"177","Cell_177",65.427659265697,279.863000661135,0.887623720560468,"type_5"
"178","Cell_178",558.86029433459,-481.011188775301,1.30437658860953,"type_4"
"179","Cell_179",251.319397240877,-974.131031893194,1.02350213082507,"type_5"
"180","Cell_180",958.30938834697,-408.780100755394,0.996674138988669,"type_5"
"181","Cell_181",-372.401827387512,-448.081596381962,0.72677804770442,"type_2"
